SEASON,WTEAMID,LTEAMID,WSCORE,LSCORE,ROUND,W_REGION,W_SEED,L_REGION,L_SEED,W_SCORE_MEAN,W_SCORE_MEDIAN,W_SCORE_STDDEV,W_FGM_MEAN,W_FGM_MEDIAN,W_FGM_STDDEV,W_FGA_MEAN,W_FGA_MEDIAN,W_FGA_STDDEV,W_FGM3_MEAN,W_FGM3_MEDIAN,W_FGM3_STDDEV,W_FGA3_MEAN,W_FGA3_MEDIAN,W_FGA3_STDDEV,W_FTM_MEAN,W_FTM_MEDIAN,W_FTM_STDDEV,W_FTA_MEAN,W_FTA_MEDIAN,W_FTA_STDDEV,W_OR_MEAN,W_OR_MEDIAN,W_OR_STDDEV,W_DR_MEAN,W_DR_MEDIAN,W_DR_STDDEV,W_AST_MEAN,W_AST_MEDIAN,W_AST_STDDEV,W_TO_MEAN,W_TO_MEDIAN,W_TO_STDDEV,W_STL_MEAN,W_STL_MEDIAN,W_STL_STDDEV,W_BLK_MEAN,W_BLK_MEDIAN,W_BLK_STDDEV,W_PF_MEAN,W_PF_MEDIAN,W_PF_STDDEV,W_WLOCA,W_WLOCH,W_WLOCN,W_WINMARGINMEDIAN,W_WINMARGINMEAN,W_LOSEMARGINMEDIAN,W_LOSEMARGINMEAN,W_WON_CONFERENCE,W_TOTAL_WINS,L_SCORE_MEAN,L_SCORE_MEDIAN,L_SCORE_STDDEV,L_FGM_MEAN,L_FGM_MEDIAN,L_FGM_STDDEV,L_FGA_MEAN,L_FGA_MEDIAN,L_FGA_STDDEV,L_FGM3_MEAN,L_FGM3_MEDIAN,L_FGM3_STDDEV,L_FGA3_MEAN,L_FGA3_MEDIAN,L_FGA3_STDDEV,L_FTM_MEAN,L_FTM_MEDIAN,L_FTM_STDDEV,L_FTA_MEAN,L_FTA_MEDIAN,L_FTA_STDDEV,L_OR_MEAN,L_OR_MEDIAN,L_OR_STDDEV,L_DR_MEAN,L_DR_MEDIAN,L_DR_STDDEV,L_AST_MEAN,L_AST_MEDIAN,L_AST_STDDEV,L_TO_MEAN,L_TO_MEDIAN,L_TO_STDDEV,L_STL_MEAN,L_STL_MEDIAN,L_STL_STDDEV,L_BLK_MEAN,L_BLK_MEDIAN,L_BLK_STDDEV,L_PF_MEAN,L_PF_MEDIAN,L_PF_STDDEV,L_WLOCA,L_WLOCH,L_WLOCN,L_WINMARGINMEDIAN,L_WINMARGINMEAN,L_LOSEMARGINMEDIAN,L_LOSEMARGINMEAN,L_WON_CONFERENCE,L_TOTAL_WINS,W_CONF_ACC,W_CONF_AEC,W_CONF_A_SUN,W_CONF_A_TEN,W_CONF_BIG_EAST,W_CONF_BIG_SOUTH,W_CONF_BIG_TEN,W_CONF_BIG_TWELVE,W_CONF_CAA,W_CONF_CUSA,W_CONF_HORIZON,W_CONF_IVY,W_CONF_MAAC,W_CONF_MAC,W_CONF_MEAC,W_CONF_MVC,W_CONF_MWC,W_CONF_NEC,W_CONF_OVC,W_CONF_PAC_TEN,W_CONF_PAC_TWELVE,W_CONF_PATRIOT,W_CONF_SEC,W_CONF_SUMMIT,W_CONF_SUN_BELT,W_CONF_SWAC,W_CONF_WCC,L_CONF_ACC,L_CONF_AEC,L_CONF_A_SUN,L_CONF_A_TEN,L_CONF_BIG_EAST,L_CONF_BIG_SKY,L_CONF_BIG_SOUTH,L_CONF_BIG_TEN,L_CONF_BIG_TWELVE,L_CONF_BIG_WEST,L_CONF_CAA,L_CONF_CUSA,L_CONF_HORIZON,L_CONF_IVY,L_CONF_MAAC,L_CONF_MAC,L_CONF_MEAC,L_CONF_MVC,L_CONF_MWC,L_CONF_NEC,L_CONF_OVC,L_CONF_PAC_TEN,L_CONF_PAC_TWELVE,L_CONF_PATRIOT,L_CONF_SEC,L_CONF_SOUTHERN,L_CONF_SOUTHLAND,L_CONF_SUMMIT,L_CONF_SUN_BELT,L_CONF_SWAC,L_CONF_WAC,L_CONF_WCC
2010,3124,3201,69,55,1,X,4,X,13,72.09375,69.0,15.942152230547022,26.09375,26.0,6.600876652433762,56.34375,56.0,7.267290283490547,2.46875,2.0,1.7594789367969876,8.65625,9.0,4.403879338243323,17.4375,17.5,6.8624151678169305,24.0,25.0,8.67699963009364,12.1875,12.0,2.9668871489894433,31.0625,30.0,5.9402264538130725,14.6875,15.0,5.318485717060884,16.875,17.0,4.619384123172628,6.96875,6.0,4.5894997619039195,7.25,7.5,3.2824066701716124,14.125,14.0,3.544646121833922,4,15,4,20.0,25.434782608695652,9.0,10.777777777777779,0.0,23.0,73.45454545454545,73.0,12.507724885772863,25.848484848484848,26.0,4.994504555766844,61.57575757575758,60.0,7.483441316626592,8.818181818181818,8.0,3.4045424201952734,24.848484848484848,26.0,6.078246108671133,12.93939393939394,11.0,5.516675821653119,18.242424242424242,16.0,7.636386183227898,13.878787878787879,13.0,4.044730953332803,24.575757575757574,24.0,4.968842313798451,14.636363636363637,14.0,5.207075605715396,15.636363636363637,16.0,3.959310086825275,10.393939393939394,10.0,3.952367913189779,2.606060606060606,2.0,1.2975793313752038,16.393939393939394,16.0,4.084570004445036,11,13,3,12.0,18.25925925925926,9.5,11.333333333333334,0.0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,3173,3395,67,66,1,X,8,X,9,70.76923076923077,72.5,10.041146119075023,25.884615384615383,25.5,4.430141515364249,61.53846153846154,61.0,5.700742191895854,5.461538461538462,5.0,2.370329415600612,17.46153846153846,17.0,4.032178262237613,13.538461538461538,13.0,4.892694711348905,19.346153846153847,18.5,6.823150637014004,14.73076923076923,14.0,4.152663649347896,28.076923076923077,28.0,5.712604148183748,14.461538461538462,14.0,4.6838511439264945,16.96153846153846,17.5,4.512035188078828,7.730769230769231,8.0,3.4820418413073937,4.076923076923077,4.0,1.8957442216306908,16.576923076923077,16.0,3.941300058844309,10,9,2,16.0,16.142857142857142,6.0,9.2,0.0,21.0,72.3,71.0,13.110011967694897,25.833333333333332,26.0,5.60223682748814,62.266666666666666,60.0,8.827595186777042,6.866666666666666,7.0,1.5916448515084427,19.2,19.0,3.633180424916991,13.766666666666667,13.0,4.9178305655303305,18.4,17.5,6.289564427657544,13.5,12.0,4.688577462374878,25.833333333333332,26.0,4.624398065831311,15.6,13.5,4.515108735850304,16.033333333333335,16.5,4.552250927370671,9.833333333333334,9.0,3.30186293637012,3.6,3.0,2.3282374567840827,16.233333333333334,15.5,3.40064226523343,6,15,1,18.0,19.818181818181817,6.5,9.5,0.0,22.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3181,3214,72,37,1,X,2,X,15,71.59375,70.0,13.727437500224891,26.84375,25.5,6.406193449789745,63.75,64.0,7.820568414289376,4.5625,4.0,1.9989916813072244,14.46875,14.5,3.951189081946133,13.34375,13.0,5.039261178566403,20.15625,19.0,6.792355166632367,17.71875,18.0,5.043260434129058,25.59375,27.0,5.678819589975004,14.25,12.5,5.696631715604037,17.90625,18.0,4.4093696060299425,13.375,13.0,5.944637051781997,5.28125,5.0,3.113284491109132,17.6875,17.5,3.805238324951201,8,17,2,16.0,22.59259259259259,16.0,16.2,1.0,27.0,62.833333333333336,63.5,10.478494671216506,22.2,22.5,4.838067439766021,60.1,58.0,9.124994095416133,4.9,5.0,2.440322194668791,16.1,17.0,4.543657952157809,13.533333333333333,12.5,5.237354776742862,18.933333333333334,18.0,6.912923097151194,14.966666666666667,16.0,6.462002109591718,22.666666666666668,21.5,4.179864156622329,11.6,11.0,4.635693602085214,15.533333333333333,14.5,4.768671710765742,10.1,9.5,3.613671358833724,2.2333333333333334,2.0,1.794307729985316,18.833333333333332,19.0,5.35036791086456,5,10,4,17.0,17.157894736842106,9.0,8.636363636363637,1.0,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3199,3256,75,61,1,W,3,W,14,74.46666666666667,75.5,12.428369475361276,26.4,26.0,4.867910406338425,59.2,58.5,6.671607364615082,6.1,6.0,2.3393190874917957,16.1,15.5,4.037325847637271,15.566666666666666,16.0,4.680725948215603,21.8,22.0,6.082195610819818,14.4,14.5,4.874988947821248,27.266666666666666,27.0,5.576634341133784,15.333333333333334,15.5,3.835706411883073,19.033333333333335,19.5,4.468150379753568,8.833333333333334,8.0,3.6015641557267988,4.033333333333333,4.0,2.6455340811852417,17.133333333333333,17.0,3.711429999835395,9,15,1,15.0,20.4,15.0,15.8,0.0,25.0,74.25806451612904,74.0,9.75352155868325,27.161290322580644,27.0,4.605046320386282,62.516129032258064,63.0,5.378171732363675,3.935483870967742,4.0,2.3371704241235483,12.451612903225806,12.0,5.162936565414554,16.0,16.0,5.240865068542279,23.35483870967742,24.0,7.236704531284822,14.806451612903226,15.0,4.7498726638280155,29.741935483870968,30.0,5.960803871601457,14.516129032258064,14.0,4.2100749616599105,17.096774193548388,16.0,4.4747799849801,7.096774193548387,7.0,3.207853266694903,3.7419354838709675,3.0,2.159749089369471,16.032258064516128,16.0,4.7573372872349635,11,9,3,12.0,15.782608695652174,6.5,6.875,1.0,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,3207,3265,62,42,1,X,5,X,12,68.03333333333333,69.0,11.342575677001488,23.833333333333332,24.0,4.579439307144062,60.266666666666666,59.0,6.464402969116825,6.333333333333333,6.0,3.1440511241492826,20.066666666666666,21.0,4.697272380445055,14.033333333333333,13.5,6.0713194233403565,19.533333333333335,17.5,8.520698260739827,15.766666666666667,16.0,3.8657053898246754,19.466666666666665,20.0,4.224177808866424,15.866666666666667,15.0,4.360744426588536,16.3,16.0,4.885940420543772,13.366666666666667,14.0,4.089375075209795,2.6,2.0,1.5447352189134953,18.033333333333335,17.5,4.657091983966651,11,12,1,14.0,14.208333333333334,7.0,8.5,0.0,24.0,68.18181818181819,70.0,9.840777870214787,23.424242424242426,25.0,4.27953197667618,55.696969696969695,56.0,5.9868859209361105,6.545454545454546,7.0,2.7736585619325638,19.03030303030303,18.0,4.933842623179527,14.787878787878787,15.0,5.072952639720627,18.484848484848484,18.0,6.8196463073663685,10.515151515151516,10.0,3.231884242601482,26.303030303030305,27.0,5.01550625862465,14.454545454545455,15.0,3.77566971783574,13.484848484848484,14.0,3.6837583739403645,7.878787878787879,8.0,2.8477795709725298,4.484848484848484,5.0,1.8391780113887177,13.969696969696969,14.0,3.137324183169956,7,18,1,14.0,14.884615384615385,5.0,6.857142857142857,1.0,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3208,3408,64,59,1,Z,5,Z,12,62.96774193548387,65.0,11.190721963506919,22.516129032258064,22.0,4.097730817106263,57.806451612903224,57.0,7.350371214384162,4.903225806451613,5.0,2.5476111517743756,17.096774193548388,19.0,5.262159497834056,13.03225806451613,13.0,5.095644355510837,19.612903225806452,19.0,6.926651039546883,14.870967741935484,14.0,5.011599448505244,25.258064516129032,25.0,5.105341920873885,11.838709677419354,12.0,4.367278131693687,16.29032258064516,16.0,4.727180614186409,8.67741935483871,8.0,4.166430100811273,5.387096774193548,5.0,2.485657784904413,14.548387096774194,14.0,3.8370015174822756,7,15,1,16.0,15.391304347826088,12.0,11.625,0.0,23.0,69.90625,67.5,9.693228015209312,24.375,24.0,4.804232005356353,57.28125,57.0,6.726137630122864,5.9375,6.0,1.9827888472813302,17.4375,16.0,4.891978292358136,15.21875,14.0,5.41046998733668,22.375,21.0,7.259032193556988,12.4375,12.0,3.8515811583497546,23.5625,23.0,5.802877484211965,15.53125,15.5,4.355081385114145,17.46875,17.0,4.925145322892808,11.6875,12.0,3.3738797423928784,3.03125,2.0,2.4819915910543524,17.03125,17.0,3.822550870987896,9,13,4,11.0,14.115384615384615,11.0,9.5,1.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3211,3314,82,76,1,Z,7,Z,10,80.93548387096774,81.0,10.732925925614653,31.870967741935484,32.0,5.142904078980223,66.6774193548387,65.0,7.368342630353153,4.870967741935484,4.0,2.872187731606588,15.096774193548388,15.0,5.581844609742538,12.32258064516129,12.0,5.375171915230207,16.677419354838708,16.0,6.925253770436592,14.838709677419354,15.0,4.480303369144761,26.774193548387096,27.0,5.051136356764054,19.35483870967742,19.0,4.528048785785288,15.67741935483871,15.0,4.7846079377812725,11.129032258064516,11.0,4.674340848247098,4.580645161290323,4.0,2.8841427790406757,15.064516129032258,15.0,4.350750769472381,10,15,2,31.0,28.962962962962962,12.5,15.0,1.0,27.0,75.65517241379311,77.0,13.331691196085487,27.79310344827586,28.0,5.6212562801821875,67.89655172413794,68.0,9.850108148739887,4.275862068965517,4.0,1.868852813208794,14.724137931034482,15.0,3.972193993645415,15.793103448275861,14.0,5.9664497121393465,24.413793103448278,23.0,7.743740520018688,18.275862068965516,18.0,6.158017722125347,28.275862068965516,28.0,5.547821655672855,14.96551724137931,14.0,5.067281312644664,20.517241379310345,20.0,4.532585903804742,10.482758620689655,9.0,3.5012313105042305,5.551724137931035,5.0,2.557708333876688,19.586206896551722,20.0,4.101543623871647,4,14,0,14.0,21.0,10.0,13.272727272727273,0.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3234,3353,70,63,1,Z,8,Z,9,69.4375,70.5,9.069400876467231,24.15625,24.0,3.483688951338425,58.4375,58.0,7.282048187594724,7.875,8.0,2.3244839871359866,21.34375,21.5,3.931751436044591,13.25,12.5,6.440797386018437,17.15625,15.5,7.9112389429787315,12.34375,12.0,4.21678194835825,26.21875,27.0,4.093538377933313,13.84375,13.5,3.4370784198961952,17.03125,17.0,3.6143475295710186,6.34375,6.0,2.789489200552674,4.40625,4.5,2.5635078663123236,15.0625,14.0,4.347320272120183,4,12,3,10.0,11.157894736842104,5.0,8.076923076923077,0.0,19.0,56.78125,56.5,9.41081867132271,20.78125,20.5,3.6697048751865236,53.28125,52.0,6.16564035342169,3.3125,3.0,1.7494238682971435,11.6875,12.0,3.922125000064255,11.90625,11.5,5.8825020735365054,17.25,16.0,7.084740530682599,12.40625,12.0,3.6354826187134694,24.5,25.0,4.931792842887999,11.65625,11.0,3.5251115287778596,17.65625,18.0,4.5833455522808775,8.46875,8.5,2.9510454681076514,4.71875,5.0,2.530260409905566,18.1875,18.0,4.373213921133973,5,9,4,10.0,10.666666666666666,10.0,11.928571428571429,0.0,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3246,3251,83,77,1,Y,4,Y,13,73.90625,71.0,13.712154662337753,25.5625,25.0,4.521900114460878,61.75,62.5,6.890854153712867,5.21875,5.0,2.419469083324127,16.59375,15.5,5.673136328914687,17.5625,18.0,6.143118363323828,24.78125,24.0,8.90717135868078,14.1875,13.5,3.9467217919718904,24.3125,24.0,5.665045625189958,12.28125,12.0,4.1831796441802345,15.71875,15.0,3.539950564626574,11.4375,11.0,3.901509219974802,4.25,4.0,2.3279507809895112,18.46875,18.5,3.3310307907661643,6,17,2,17.0,22.76,8.0,9.142857142857142,0.0,25.0,65.24137931034483,65.0,9.778457271010867,24.344827586206897,24.0,3.957595428584721,51.689655172413794,51.0,6.20543223011593,2.586206896551724,2.0,2.026912525057866,8.344827586206897,8.0,3.0621638249186467,13.96551724137931,14.0,4.617379889540709,21.75862068965517,21.0,7.049088960455372,15.89655172413793,15.0,4.715815545179607,23.448275862068964,23.0,4.571544025635663,11.827586206896552,10.0,4.855548854640736,19.344827586206897,20.0,4.775501933746003,11.344827586206897,11.0,3.548398653607865,2.5172413793103448,3.0,1.5028708160235107,17.06896551724138,17.0,3.5145720577004083,10,12,2,18.0,20.208333333333332,6.0,6.6,1.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3261,3216,60,39,1,X,7,X,10,69.37931034482759,70.0,13.061431208779341,25.17241379310345,24.0,5.064364052004113,60.241379310344826,59.0,6.727635821285393,4.068965517241379,3.0,2.328872113319459,12.620689655172415,13.0,4.279634439524081,14.96551724137931,14.0,6.332922810997245,20.82758620689655,21.0,7.977956082307768,13.96551724137931,14.0,4.066261521178967,25.517241379310345,26.0,4.785548853842402,14.620689655172415,14.0,4.850727435163339,12.379310344827585,11.0,4.6168464275910885,9.206896551724139,8.0,4.245832497409562,3.9310344827586206,4.0,2.491858664914872,14.551724137931034,14.0,4.314313443945727,8,12,0,24.0,28.05,9.0,6.777777777777778,0.0,20.0,63.0,65.0,9.821744583660614,21.93548387096774,21.0,4.358405548446723,54.16129032258065,54.0,5.8257862084217065,5.419354838709677,5.0,2.7901516511758175,18.870967741935484,19.0,5.493887121057797,13.709677419354838,14.0,5.562934168147219,19.70967741935484,21.0,7.866356837346825,13.580645161290322,13.0,4.357171816277061,26.387096774193548,27.0,5.181231638358063,12.516129032258064,11.0,4.870803956514335,16.29032258064516,15.0,4.776285505055833,7.258064516129032,7.0,3.0107334868819358,5.032258064516129,5.0,2.601075046562375,14.741935483870968,14.0,3.3263367431804425,11,16,0,18.0,17.296296296296298,14.0,17.0,0.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
